ID PUMS Occupation,PUMS Occupation,Average Wage (2014),Average Wage (2015),Average Wage (2016),Average Wage (2017),Average Wage (2018)
"259041","Teacher assistants",15677.887192615472,16292.837007310412,16814.53259030049,16903.09102505733,
"271020","Designers",36835.13087575329,39160.188715044096,40131.027659438885,41521.99284479018,
"272020","Athletes, coaches, umpires, & related workers",21835.27215985264,22030.011641478584,22862.510874316347,22548.360991505484,
"272040","Musicians, singers, & related workers",18816.4083786868,18940.43050572557,19863.28725931298,18644.587083461895,
"273010","Announcers",29922.061509724565,33671.591015935286,37047.73081569575,38004.86373992691,
"273020","News analysts, reporters & correspondents",51661.48845815945,49774.79048278287,49067.80473172076,45811.5324501461,
"273090","Miscellaneous media & communication workers",22775.74758820496,25013.489528312602,26091.436648672738,28132.933569986,
"291060","Physicians & surgeons",184156.29603015477,192252.60904164275,201342.17565390965,206348.27381015895,
"291199","Health diagnosing & treating practitioners, all other",27759.69303676283,30974.36899442252,28331.215570857396,31644.651575766296,
"292021","Dental hygienists (Legacy)",43834.07931457487,44212.23218556433,44700.6847045288,46479.32575891899,
"292030","Diagnostic related technologists & technicians",47702.553133406764,48196.53247677861,49912.15296328981,51402.83243462658,
"292041","Emergency medical technicians & paramedics",40044.46936264597,38434.420599421355,39976.186057736704,40142.27333062613,
"292050","Health practitioner support technologists & technicians",38392.92976194248,27176.618672760087,28278.314822199933,27986.6654720024,
"292071","Medical records & health information technicians",31610.660734909732,33121.30451977931,34422.90673257982,36535.04635347036,
"311010","Nursing, psychiatric, & home health aides",18532.18044064861,18944.00411044665,19760.13261284864,20730.332877618926,
"331099","Firstline supervisors of protective service workers, all other",48536.849856665074,47451.5855004209,49078.31515385464,49270.32170338912,
"333010","Bailiffs, correctional officers, & jailers",40900.64903028408,41209.809979178695,42550.13513587087,43121.405126350546,
"353021","Combined food preparation & serving workers, including fast food",9707.598034111688,10031.594863919714,11373.361427103175,11005.828462869145,
"353022","Counter attendants, cafeteria, food concession, & coffee shop",5794.452581497219,6535.447223405258,6361.276347925307,7158.355367638772,
"3590XX","Miscellaneous food preparation & serving related workers, including dining room & cafeteria attendants & bartender helpers",9970.40599790518,9860.114220540023,9991.225694479399,10332.002624848019,
"373010","Grounds maintenance workers",13243.325021811668,13586.549286592348,14699.226318359119,15530.139527605324,
"391010","Firstline supervisors of gaming workers",36454.048305155324,35481.30121365453,39049.19003316535,38660.92222103729,
"391021","Firstline supervisors of personal service workers",27774.355020398223,27007.85683035532,25739.873353404473,30068.575897180614,
"393021","Motion picture projectionists",14291.788016932594,17411,26621.375929682217,21673.580190822355,
"393090","Miscellaneous entertainment attendants & related workers",9563.220494506857,9281.861164307707,10273.216300352342,11567.062269835013,
"395090","Miscellaneous personal appearance workers",13867.56432115399,14983.249772266936,15754.41429433369,16506.70051658374,
"399021","Personal care aides (Legacy)",12812.761017113213,13964.288546891621,14701.11731961544,15294.796462217237,
"399030","Recreation & fitness workers",13785.02699633665,13789.433291951136,14394.330871126336,14953.079943153414,
"413099","Sales representatives, services, all other",60071.8255654964,64380.121490478006,68617.44869976421,69706.08047577851,
"433041","Gaming cage workers",21593.27108057464,23063.011974694986,21352.41553296457,22599.726858877086,
"433099","Other financial clerks (Legacy)",58434.10165792366,60481.321961470116,68667.06019069896,73221.25945815444,
"434011","Brokerage clerks",40334.792415822165,40680.37164135514,44745.31663396052,45492.85866729903,
"434199","Information & record clerks, all other",25850.968366022244,24711.660448471186,25813.45352417609,26855.980925862325,
"435030","Dispatchers",33265.775364525776,33440.40183865365,34575.85609608724,35995.43373951988,
"435081","Stock clerks & order fillers",16222.579077235025,16948.85144103245,17544.682941630155,18004.061569617428,
"436010","Secretaries & administrative assistants",26244.64386608485,27255.9833744896,27748.14683352436,29011.438557552185,
"439011","Computer operators",33046.367747408454,34520.762546764825,36664.888711501364,34823.22713837959,
"453000","Fishing & hunting workers",15042.52573027129,14992.109728469646,21514.06103286385,21954.135991434858,
"472071","Paving, surfacing, & tamping equipment operators",28424.55397806358,24569.760615934414,31007.143001726497,34133.47732005892,
"47207X","Construction equipment operators except paving, surfacing, & tamping equipment operators",39048.78064119701,39876.2315161056,40725.462725722835,42574.36973974242,
"472150","Pipelayers, plumbers, pipefitters, & steamfitters",36588.69399906316,38287.28289305227,39784.90726902223,41072.659801822876,
"475021","Earth drillers, except oil & gas",46097.467780780076,49108.76888301144,42474.698683777555,45018.363460742374,
"475031","Explosives workers, ordnance handling experts, & blasters",39379.30414786912,38510.10229096746,48000.564360751494,34437.69263678281,
"47XXXX","Miscellaneous construction workers, including solar photovoltaic installers, septic tank servicers & sewer pipe cleaners",26521.093870372,26019.541023961458,30337.33172986135,29187.720836167526,
"492096","Electronic equipment installers & repairers, motor vehicles",37195.89472648563,44588.95089418778,29070.103341518094,30005.753579418346,
"512011","Aircraft structure, surfaces, rigging, & systems assemblers",37504.84965897547,36526.58437324339,39210.66316322654,45111.82074074074,
"512090","Miscellaneous assemblers & fabricators",23962.02717940125,25577.201658234753,25477.47380539894,26993.380958900234,
"514010","Computer control programmers & operators",39892.18837831925,39678.54154315157,40071.45200572396,41598.49648216347,
"514021","Extruding & drawing machine setters, operators, & tenders, metal & plastic",31640.096595351482,31393.489297595883,37332.96233082707,38060.52852249032,
"514022","Forging machine setters, operators, & tenders, metal & plastic",31322.612897016363,35104.93308108108,33869.0058630394,35007.81391910445,
"514023","Rolling machine setters, operators, & tenders, metal & plastic",36807.670948797946,40998.70910398685,33302.92990102606,36528.64067524116,
"514030","Machine tool cutting setters, operators, & tenders, metal & plastic",27167.99551755232,27936.129391417144,30765.637471079586,30147.74182026659,
"516063","Textile knitting & weaving machine setters, operators, & tenders",20831.590880568918,19498.30797366496,22342.598353476966,18190.007349605297,
"516064","Textile winding, twisting, & drawing out machine setters, operators, & tenders",20461.570969408254,19567.634140331425,21013.65414577709,22249.897758462947,
"51606X","Textile bleaching & dyeing, & cutting machine setters, operators, & tenders",19575.25171078115,20972.55621515963,20274.831259426846,17694.67962813258,
"533020","Bus drivers",21953.270642189327,22505.031897532077,23725.1366372351,24208.51722609203,
"533041","Taxi drivers & chauffeurs",17851.37963153077,17488.161415998497,16512.482043406544,17443.64924221604,
"536031","Automotive & watercraft service attendants-",16604.86510343579,15253.051906480465,18954.386676745264,18498.055071010862,
"537030","Dredge, excavating, & loading machine operators",30424.617173796996,29472.472461844725,31113.095095814704,35199.76236818931,
